,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespiratoryPathway,ConLabGrowthTemp
63_Sch_TF_TKP,Deinococcus murrayi,schoolfield_two_factor_tpk,Specific Growth Rate,-0.26977680470178467,0.48379630783818905,323.6656038868655,13.98916819551197,NA,323.54990000000686,18.199645982684466,NA,NA,0.8996181876477736,18.07550908957861,20.47271679797779,NA,NA,schoolfield_two_factor_tpk,1,False,8,6,2,4,1.5060435829265661,5.415316488689371,0.12958295332333725,-3.203790162824471,2.0797690001460727,2.1031486558493317,1.956438229277094,323.10479999999995,63,Ferreiria_1997_Alt1,"1997,  FERREIRA, A.C et al , 'Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., Two Extremely Radiation-Resistant and Slightly Thermophilic Species from Hot Springs', INTERNATIONAL JOURNAL OFSYSTEMATIC BACTERIOLOGY, 47, (939-947)",40.835,14.165999999999999,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,murrayi,True,Aerobic,45.0
489_Sch_TF_TKP,Desulfitobacterium dehalogenans,schoolfield_two_factor_tpk,Dehalogenation,-1.9379003457969206,0.817350436398623,310.62720870089487,4.099797056970651,NA,310.50510000000577,7.596342675658288,NA,NA,0.9384208747207805,-3.3868100697265877,1.4379367175810955,NA,NA,schoolfield_two_factor_tpk,1,False,13,9,4,4,0.7294809464512267,0.5766696032697398,0.14668319293242393,1.0075490777111078,1.2176817734137733,1.4783000750817394,0.5474982868823159,313.1133,489,Utkin_2004_dehalogenation,"1994,  Utkin, I. et al, 'solation and Characterization of Desulfitobacten'urn dehazogenans gen. nov., sp. nov., an Anaerobic Bacterium Which Reductively Dechlorinates Chlorophenolic Compounds', INTERNATIONAL JOUR.NAL OF SYSTEMATIC BACTERIOLOGY , 44 (612-619)",33.98,-83.38,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,True,Fermentation,37.0
490_Sch_TF_TKP,Desulfitobacterium dehalogenans,schoolfield_two_factor_tpk,Specific Growth Rate,-2.7249649341630726,0.8063662939456362,311.7316989984404,5.337933702021774,NA,311.5898200000092,3.854990904495855,NA,NA,0.9595954313134487,-49.353556842536875,-41.67608576289113,NA,NA,schoolfield_two_factor_tpk,1,False,23,16,7,4,0.4172139858634645,0.18902273717579154,0.09067533296297255,0.09204667946623188,0.7294340111371981,0.9238842865238983,-0.789442624299674,311.21729999999997,490,Utkin_2004_growth,"1994,  Utkin, I. et al, 'solation and Characterization of Desulfitobacten'urn dehazogenans gen. nov., sp. nov., an Anaerobic Bacterium Which Reductively Dechlorinates Chlorophenolic Compounds', INTERNATIONAL JOUR.NAL OF SYSTEMATIC BACTERIOLOGY , 44 (612-619)",33.98,-83.38,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,True,Fermentation,37.0
341_Sch_TF_TKP,Desulfobacter curvatus,schoolfield_two_factor_tpk,Specific Growth Rate,-3.131032794421246,0.8024795133685412,304.40813505487745,2.3247597984968396,NA,304.32228000000686,0.9466757369850016,NA,NA,0.985733717334631,-171.62643246655676,-163.14724813653513,NA,NA,schoolfield_two_factor_tpk,1,False,27,19,8,4,0.24398844234927822,0.026002498286518513,0.06018868827487123,-0.41667975787576156,1.4921932698705234,2.3412300092744425,0.5463465654375185,306.1649,341,ak30_growth,"Isaksen, M. F., & Jorgensen, B. B. (1996). Adaptation of Psychrophilic and Psychrotrophic Sulfate-Reducing Bacteria to Permanently Cold Marine Environments. Applied and Environmental Microbiology, 62(2), 408?414.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,curvatus,True,Fermentation,30.0
342_Sch_TF_TKP,Desulfobacter curvatus,schoolfield_two_factor_tpk,Sulfate Reduction Rate,-9.212987647025441,0.5012641518601966,308.7980274962707,16.250103217327602,NA,308.6736800000096,0.001127769703558364,NA,NA,0.9785965460228977,-682.3071366323618,-672.5303963249147,NA,NA,schoolfield_two_factor_tpk,1,False,35,30,5,4,0.16763579570012122,2.3076195566686167e-05,0.022311218426709568,-7.402077830649113,1.6127100014674092,1.7423645248440012,0.7922548365040009,308.08419999999995,342,ak30_SSR,"Isaksen, M. F., & Jorgensen, B. B. (1996). Adaptation of Psychrophilic and Psychrotrophic Sulfate-Reducing Bacteria to Permanently Cold Marine Environments. Applied and Environmental Microbiology, 62(2), 408?414.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,curvatus,True,Fermentation,30.0
404_Sch_TF_TKP,Desulfofaba gelida,schoolfield_two_factor_tpk,Specific Growth Rate,-3.1100763343357287,1.0434247555855702,280.5576596654251,204.98021253055393,NA,280.47938000000323,0.14191473000270832,NA,NA,0.9190706277735947,-90.32859166048524,-86.33911529649339,NA,NA,schoolfield_two_factor_tpk,1,False,11,8,3,4,0.11416334068132207,0.025259643950344052,0.2163356390719814,-7.44254578020196,0.7162891135682026,0.7830520506160455,0.5244784175564443,280.65734999999995,404,Knoblauch1999_PSv29_growth,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",76.97,15.83,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofaba,gelida,True,C1,4.0
403_Sch_TF_TKP,Desulfofrigus fragile,schoolfield_two_factor_tpk,Specific Growth Rate,-1.233068101426048,0.37751886289187353,294.39356995743515,8.827855165691481,NA,294.24456000000635,0.8865773519978594,NA,NA,0.9319094132871115,-97.69023892739095,-90.96804403155875,NA,NA,schoolfield_two_factor_tpk,1,False,19,17,2,4,0.7356796970684777,0.19772098274858996,0.037078411830664536,-0.4036587405727965,2.3256430440987774,2.8596759483372547,1.564627024668627,291.1013,403,Knoblauch1999_LSv21_growth,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",76.97,15.83,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,fragile,True,C1,4.0
408_Sch_TF_TKP,Desulfofrigus fragile,schoolfield_two_factor_tpk,Sulfate Reduction Rate,1.5239828331544658,0.5909766644224186,298.8656643605567,3.7916357058719923,NA,298.72230000000775,33.57796997623112,NA,NA,0.9775742777573087,33.15169649172586,41.81271904260188,NA,NA,schoolfield_two_factor_tpk,1,False,28,19,9,4,0.31075237730392974,0.8793859818274975,0.03584735575049097,3.468070375796015,1.5537163662533926,1.8260766077662032,0.17867892531082763,299.8916,408,Knoblauch1999_LSv21_SSR,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",76.97,15.83,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,fragile,True,C1,4.0
402_Sch_TF_TKP,Desulfofrigus oceanense,schoolfield_two_factor_tpk,Specific Growth Rate,-3.56807779424881,1.1892071645328943,282.32805036979966,4.089209997201206,NA,282.2384500000036,0.10330042172728414,NA,NA,0.8963062765727019,-147.16094198834335,-140.9948752680623,NA,NA,schoolfield_two_factor_tpk,1,False,17,10,7,4,0.4650709623273618,0.008617859607661376,0.25150336632671694,-7.902569872560559,0.8941287393899003,1.4241120648845698,0.12908035276969387,282.72305,402,Knoblauch1999_ASv26_growth,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",76.97,15.83,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,oceanense,True,C1,4.0
407_Sch_TF_TKP,Desulfofrigus oceanense,schoolfield_two_factor_tpk,Sulfate Reduction Rate,0.9888455000050955,0.7083890171256508,290.88247446008836,2.562275109915704,NA,290.82895000000593,12.173548150589864,NA,NA,0.9230601526525409,19.188398925859715,32.90742603512814,NA,NA,schoolfield_two_factor_tpk,1,False,77,47,30,4,0.3031147637447602,0.27552105805584737,0.056494953304020226,1.9542863986938301,1.3772940102558158,1.9121158318102889,0.7299020204861644,290.142,407,Knoblauch1999_ASv26_SSR,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",76.97,15.83,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,oceanense,True,C1,4.0
339_Sch_TF_TKP,Desulforhopalus vacuolatus,schoolfield_two_factor_tpk,Specific Growth Rate,-2.1597718210703123,0.6164741152404447,294.7112969965127,16.67610757519504,NA,294.59696700000615,0.7535206356022127,NA,NA,0.9223257579708759,-119.80432259479142,-112.12685151514566,NA,NA,schoolfield_two_factor_tpk,1,False,23,20,3,4,0.3279917072123149,0.11306659879595993,0.06203238399418159,-5.108027640104905,1.1666531449552155,2.3996416596557832,0.23099159498405386,292.8637,339,ltk10_growth,"Isaksen, M. F., & Jorgensen, B. B. (1996). Adaptation of Psychrophilic and Psychrotrophic Sulfate-Reducing Bacteria to Permanently Cold Marine Environments. Applied and Environmental Microbiology, 62(2), 408?414.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulforhopalus,vacuolatus,True,Fermentation,10.0
340_Sch_TF_TKP,Desulforhopalus vacuolatus,schoolfield_two_factor_tpk,Sulfate Reduction Rate,-11.052970889873084,0.815525171346015,302.65320633605506,9.865242958465931,NA,302.52796000000836,0.0004248590478025817,NA,NA,0.9831975719892898,-607.6407094243497,-598.9796868734736,NA,NA,schoolfield_two_factor_tpk,1,False,28,21,7,4,0.18001330506386115,1.0839772362406608e-05,0.04104032538179411,-8.221900155963121,1.0885216628524357,1.3106846288512124,0.06750159687906976,301.4253,340,ltk10_SSR,"Isaksen, M. F., & Jorgensen, B. B. (1996). Adaptation of Psychrophilic and Psychrotrophic Sulfate-Reducing Bacteria to Permanently Cold Marine Environments. Applied and Environmental Microbiology, 62(2), 408?414.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulforhopalus,vacuolatus,True,Fermentation,10.0
406_Sch_TF_TKP,Desulfotalea arctica,schoolfield_two_factor_tpk,Specific Growth Rate,-1.8043062604908404,0.38347040979547553,294.1466106888298,16.998302509265457,NA,294.07252000000625,0.5143352490070818,NA,NA,0.8291276777147566,-110.81867042933057,-103.36345816253899,NA,NA,schoolfield_two_factor_tpk,1,False,22,18,4,4,10.208783927470412,0.21987285009890412,0.07002969321298086,-5.955325500492109,1.6901501552255942,1.7831033544440844,0.852250274961309,292.40299999999996,406,Knoblauch1999_LSv514_growth,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",77.76,19.91,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,arctica,True,C1,4.0
410_Sch_TF_TKP,Desulfotalea arctica,schoolfield_two_factor_tpk,Sulfate Reduction Rate,1.5402013415426632,0.6044153458964983,295.99295542472,4.025914297592594,NA,295.8490900000068,28.738006056274827,NA,NA,0.968874975087227,72.33768899211528,85.50822151510158,NA,NA,schoolfield_two_factor_tpk,1,False,69,46,23,4,0.18566741771246695,0.4653401201212844,0.02635671276511888,3.3399287725303948,1.6105505452867832,2.00810152976343,0.4487272364437511,296.2512,410,Knoblauch1999_LSv514_SSR,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",77.76,19.91,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,arctica,True,C1,4.0
405_Sch_TF_TKP,Desulfotalea psychrophila,schoolfield_two_factor_tpk,Specific Growth Rate,-1.3262710936338855,0.6278394274078514,284.4189931151211,3.1459700481841635,NA,284.3479900000041,0.611118117462937,NA,NA,0.8235552813451864,-247.30025032273264,-235.94424526819319,NA,NA,schoolfield_two_factor_tpk,1,False,48,28,20,4,0.46349865156232944,0.024692338625697623,0.09185067969213993,-5.955325500492109,1.3085535525230485,2.3654347239141646,0.6085518401360726,282.99460999999997,405,Knoblauch1999_LSv54_growth,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",77.76,19.91,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,psychrophila,True,C1,10.0
409_Sch_TF_TKP,Desulfotalea psychrophila,schoolfield_two_factor_tpk,Sulfate Reduction Rate,-0.1377054289097112,0.5932136368780594,285.2231813568017,4.576653138276603,NA,285.10468000000463,2.202490266350723,NA,NA,0.9722410390949899,-211.79421650459125,-199.84929627176987,NA,NA,schoolfield_two_factor_tpk,1,False,54,27,27,4,0.21334019780627533,0.039379066446594495,0.03881910900375006,-3.028586098425069,1.5906722205147523,2.065429070582365,0.36006208049547883,283.397,409,Knoblauch1999_LSv54_SSR,"1999, Christian Knoblauch and Bo Barker Jorgensen, 'Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments'. Environmental Microbiology, 1(5),pp457-467",77.76,19.91,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,psychrophila,True,C1,10.0
202_Sch_TF_TKP,Desulfotomaculum alkaliphilum,schoolfield_two_factor_tpk,Specific Growth Rate,-5.474492403298775,0.8309490547852723,325.7240886227229,6.001993463186362,NA,325.6328000000063,1.075207067187636,NA,NA,0.9971138848194457,-40.20939337273359,-39.250596026593314,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.21431637828225095,0.03320206871513468,0.06356492957860414,-1.9359439767434634,1.2539538225943265,1.8175741223627244,-2.507907645188653,322.92339999999996,202,Pikuta_2000_D_alkiphilum,"2000,  Pikuta E. et al 'Desulfotomaculum alkaliphilum sp. nov., a new alkaliphilic, moderately thermophilic, sulfate-reducing bacterium', International Journal of Systematic and Evolutionary Microbiolog 50, (25-33)",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,alkaliphilum,True,C1,NA
130_Sch_TF_TKP,Desulfotomaculum putei,schoolfield_two_factor_tpk,Specific Growth Rate,-5.7144644026106395,0.985600344432733,337.3506494353467,139.69048583798045,NA,337.2257000000078,9.374208456369386,NA,NA,0.9615050795574175,-24.023929210757984,-17.30173431492578,NA,NA,schoolfield_two_factor_tpk,1,False,19,16,3,4,NA,NA,NA,-2.998680595587111,0.5946677866327031,0.6166569825676004,0.2630594540661778,333.30359999999996,130,Liu_1997_D_putei,"Liu, Y., Karnauchow, T. M., Jarrell, K. F., Balkwill, D. L., Drake, G. R., Ringelberg, D., ? Boone, D. R. (1997). Description of Two New Thermophilic Desulfotomaculum spp., Desulfotomaculum putei sp. nov., from a Deep Terrestrial Subsurface, and Desulfotomaculum luciae sp. nov., from a Hot Spring. International Journal of Systematic Bacteriology, 47(3), 615-621.",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,putei,True,C1,50.0
17_Sch_TF_TKP,Desulfovibrio desulfuricans,schoolfield_two_factor_tpk,Sulphide Production,5.779193857872973,1.9360778048240197,305.5355049010046,11.268455489965529,NA,305.46268000000686,1632582.4240251128,NA,NA,0.9986707906971722,145.37659368004043,147.7738013884396,NA,NA,schoolfield_two_factor_tpk,1,False,8,3,5,4,20.095783277506648,9549748568.182238,0.2256567115263266,12.70980839059815,0.8417836046468649,0.9315874868134605,-1.6835672092937297,298.2908,17,Bale_1997_D_sulfurigens,"Bale, S. J., Goodman, K., Rochelle, P. a, Marchesi, J. R., Fry, J. C., Weightman, a J., & Parkes, R. J. (1997). Desulfovibrio profundus sp. nov., a novel barophilic sulfate-reducing bacterium from deep sediment layers in the Japan Sea. International Journal of Systematic Bacteriology, 47(2), 515-521.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,desulfuricans,True,C1,25.0
14_Sch_TF_TKP,Desulfovibrio profundus,schoolfield_two_factor_tpk,Sulphide Production,3.778805450958066,3.809138419898476,293.37426692871765,4.119896264452936,NA,293.3218300000041,230181.81278882897,NA,NA,0.9192521241402567,164.72619089579655,167.12339860419573,NA,NA,schoolfield_two_factor_tpk,1,False,8,2,6,4,4.555912881793743,134251.65881195205,5.606120881178703,12.212940309845438,0.5465793021118982,4.203618364795884,-1.0931586042237964,298.2908,14,Bale_1997_500_1,"Bale, S. J., Goodman, K., Rochelle, P. a, Marchesi, J. R., Fry, J. C., Weightman, a J., & Parkes, R. J. (1997). Desulfovibrio profundus sp. nov., a novel barophilic sulfate-reducing bacterium from deep sediment layers in the Japan Sea. International Journal of Systematic Bacteriology, 47(2), 515-521.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,profundus,True,C1,25.0
16_Sch_TF_TKP,Desulfovibrio salexigens,schoolfield_two_factor_tpk,Sulphide Production,3.7491429389419917,2.640434915702305,302.1587266112058,4.694569407256368,NA,302.0922500000061,880768.0294856989,NA,NA,0.9996327839512157,138.33887037797325,140.73607808637243,NA,NA,schoolfield_two_factor_tpk,1,False,8,3,5,4,0.14136633262559048,59057.253707163036,0.23201436987703722,13.103151522703651,0.6471712756624107,0.7569140626418712,-1.2943425513248215,298.36129999999997,16,Bale_1997_D_salexigens,"Bale, S. J., Goodman, K., Rochelle, P. a, Marchesi, J. R., Fry, J. C., Weightman, a J., & Parkes, R. J. (1997). Desulfovibrio profundus sp. nov., a novel barophilic sulfate-reducing bacterium from deep sediment layers in the Japan Sea. International Journal of Systematic Bacteriology, 47(2), 515-521.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,salexigens,True,C1,25.0
15_Sch_TF_TKP,Desulfovibrio sp '80-55',schoolfield_two_factor_tpk,Sulphide Production,-10.126813635369809,10.079110747960371,291.0386749703001,10.374230883448503,NA,290.9218300000036,303859.5035958044,NA,NA,0.874090884648298,170.74488025870215,173.14208796710133,NA,NA,schoolfield_two_factor_tpk,1,False,8,2,6,4,0.0,0.0,0.0,12.397736427526453,0.07643847828838121,4.779972696893404,-0.15287695657676242,298.36129999999997,15,Bale_1997_80-85,"Bale, S. J., Goodman, K., Rochelle, P. a, Marchesi, J. R., Fry, J. C., Weightman, a J., & Parkes, R. J. (1997). Desulfovibrio profundus sp. nov., a novel barophilic sulfate-reducing bacterium from deep sediment layers in the Japan Sea. International Journal of Systematic Bacteriology, 47(2), 515-521.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,True,C1,25.0
11_Sch_TF_TKP,Desulfurobacterium crinifex,schoolfield_two_factor_tpk,Specific Growth Rate,-8.785701680516718,1.5067866997642965,335.4011884249057,4.696315833338404,NA,335.33060000000506,14.951363018611003,NA,NA,0.9831333485978184,2.185013812220995,3.9145645574975605,NA,NA,schoolfield_two_factor_tpk,1,False,7,4,3,4,0.5134722582575614,1.265184994207699,0.2674104530027427,-20.450367061878822,1.0694918598348067,1.3303583135430768,-1.9857839896485987,332.36617537585033,11,Alain_2003_D_crinifex,"Alain, K., Rolland, S., Crassous, P., Lesongeur, F., Zbinden, M., Le Gall, C., ? Querellou, J. (2003). Desulfurobacterium crinifex sp. nov., a novel thermophilic, pinkish-streamer forming, chemolithoautotrophic bacterium isolated from a Juan de Fuca Ridge hydrothermal vent and amendment of the genus Desulfurobacterium. Extremophiles, 7(5), 361-370.",45.59,-130.01,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,crinifex,True,B1,60.0
106_Sch_TF_TKP,Desulfurococcus sp. s,schoolfield_two_factor_tpk,Specific Growth Rate,-2.085766459244629,0.5568917082508134,360.6458206380206,12.243318088502745,NA,360.5238000000108,36.79707240073116,NA,NA,0.960986008729962,23.333994511963887,26.32011739864499,NA,NA,schoolfield_two_factor_tpk,1,False,9,7,2,4,1.6602278563974042,116.68503571339066,0.09917839283268436,-20.723265837472766,1.2950138175420853,1.4627237558301869,1.204314968212166,357.70869999999996,106,Jannasch_1988_S,"1988, JANNASCH, H. et al, 'Extremely Thermophilic Fermentative Archaebacteria of the Genus Desulfurococcus from Deep-Sea Hydrothermal Vents', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 54 ( 1203-1209)",11.0,110.0,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,NA,True,C19,NA
107_Sch_TF_TKP,Desulfurococcus sp. sy,schoolfield_two_factor_tpk,Specific Growth Rate,-1.9451805342529775,0.5255489833600706,362.1039103273254,8.002538180158243,NA,361.9555000000112,32.13009706479889,NA,NA,0.9478983226410123,26.336085291100865,29.849010756071095,NA,NA,schoolfield_two_factor_tpk,1,False,10,6,4,4,0.9902125832367744,2.694448880987886,0.10469644651285762,-20.723265837472766,1.378556072181899,1.5397857466054414,1.2853941618432108,363.09639999999996,107,Jannasch_1988_SY,"1988, JANNASCH, H. et al, 'Extremely Thermophilic Fermentative Archaebacteria of the Genus Desulfurococcus from Deep-Sea Hydrothermal Vents', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 54 ( 1203-1209)",11.0,110.0,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,NA,True,C19,NA
228_Sch_TF_TKP,Desulfuromonas michiganensis,schoolfield_two_factor_tpk,Specific Growth Rate,-3.5238130326892594,0.6762894388573395,355.3017316037269,12.79479219053622,NA,355.2048000000094,21.38567666050028,NA,NA,0.9843020489406367,2.9055373596401193,6.41846282461035,NA,NA,schoolfield_two_factor_tpk,1,False,10,8,2,4,1.3641554516490453,36.27198394855062,0.05644762960539857,-2.2176558822087404,1.21697397686521,1.4042051577633103,0.9292778827445933,352.52779999999996,228,Sung_2003_RKU1,"Sung, Y., Ritalahti, K. M., Sanford, R. a, Urbance, J. W., Flynn, S. J., Tiedje, J. M., ? Lo, F. E. (2003). Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov. Applied and Environmental Microbiology, 69(5), 2964-2974.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,michiganensis,True,Fermentation,NA
229_Sch_TF_TKP,Desulfuromonas michiganensis,schoolfield_two_factor_tpk,Specific Growth Rate,-3.1537610150644344,0.6354334073086938,355.72648844192094,21.98368521160596,NA,355.6381000000092,21.78470836555334,NA,NA,0.9511129900927552,13.861295430928877,17.374220895899107,NA,NA,schoolfield_two_factor_tpk,1,False,10,8,2,4,2.0553533559533754,113.42243068395358,0.08886344862697863,-1.2338548588078568,0.9799937869711821,1.1323386569463034,0.5838420219341285,352.7845,229,Sung_2003_RKU10,"Sung, Y., Ritalahti, K. M., Sanford, R. a, Urbance, J. W., Flynn, S. J., Tiedje, J. M., ? Lo, F. E. (2003). Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov. Applied and Environmental Microbiology, 69(5), 2964-2974.",NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,michiganensis,True,Fermentation,NA
45_Sch_TF_TKP,Enterococcus faecalis,schoolfield_two_factor_tpk,Specific Growth Rate,-0.5224445762248108,0.8318204884521216,311.08033399107325,2.6686090087712717,NA,311.0159900000079,30.312805135371207,NA,NA,0.9297273633884637,45.39294378023405,52.371605148004,NA,NA,schoolfield_two_factor_tpk,1,False,20,15,5,4,1.048412590538906,2.3521230914094904,0.13165513280509844,2.571487934301119,0.7593366380156679,1.461436581976018,0.30575119452219846,309.98429999999996,45,corroler_1996_E_faecalis,"1996,  Thammavongs, B. et al, 'Physiological response of Enterococcus faecalis JH2-2 to cold shock : growth at low temperatures and freezing thawing challenge', Letters in Applied Microbiology 23 (398-402)",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,True,Fermentation,NA
416_Sch_TF_TKP,Erwinia amylovora,schoolfield_two_factor_tpk,Specific Growth Rate,0.014539288570367017,0.7023718299703463,301.9709107249844,5.010274355582498,NA,301.91156361600616,15.036856879825734,NA,NA,0.9250383269715695,15.580402277131101,19.569878641122955,NA,NA,schoolfield_two_factor_tpk,1,False,11,8,3,4,0.9155861169642089,3.2616017821447834,0.14441204171899424,2.5762964275762497,1.0070559113981559,1.1231039522299147,0.3809343074257632,303.14880665,416,Erwinia,"2001, Helene Feil and Alexander H. Purcell, 'Temperature-Dependent Growth and Survival of Xylella fastidiosa in Vitro and in Potted Grapevines '. Plant Disease, 85(12),pp1230-1234",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,amylovora,True,Aerobic,NA
162_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,1.1831015618963414,0.44269259799327765,314.97079050320957,5.469822746791966,NA,314.90329908000604,36.417344505334505,NA,NA,0.9027118974775014,40.389243090640775,45.92949409615183,NA,NA,schoolfield_two_factor_tpk,1,False,15,10,5,4,0.6814359837873336,2.0469003512519617,0.07075316345848712,2.726760467283289,1.7904397626221877,2.8848315169023966,0.8379451608026661,311.69155004,162,Mohr_1980_E_coli,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
