,Species,Species.1,Trait,E,Est_Tpk,Est_Response,Rank,Points_Before_Peak,Est_Tpk_std,Est_Response_std,E_std,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,Best_Guess,TempPref,Pathogen,Pathogen_type,Pathogen_len,Pathogen_ES,Pathogen_ES_max,Pathogen_ES_min,Pathogen_ES_median,Best_Guess_len,Best_Guess_ES,Best_Guess_ES_max,Best_Guess_ES_min,Best_Guess_ES_median,TempPref_len,TempPref_ES,TempPref_ES_max,TempPref_ES_min,TempPref_ES_median,Pathogen_type_len,Pathogen_type_ES,Pathogen_type_ES_max,Pathogen_type_ES_min,Pathogen_type_ES_median
91,374,Phormidium o204,Specific Growth Rate,0.8467050056874609,291.75,0.30045014959000005,1,3,2.8048225251673697,0.125525621809997,0.6567084600058629,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
92,375,Phormidium o210,Specific Growth Rate,2.24711855453915,288.65,0.266475138221,1,3,1.48947583695189,0.0730721718073861,1.16878567566759,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
93,376,Phormidium o211,Specific Growth Rate,1.2798784001893602,288.55,0.35331759143700003,1,3,1.47632026375341,0.0848134942638999,0.6602802041064849,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
94,381,Planktothrix agardhii,Specific Growth Rate,0.5562152046597371,302.45,0.8573811094059999,1,3,0.0490631226075257,0.00253554862969811,0.0081454234444125,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
95,383,Prochlorococcus marinus,Specific Growth Rate,0.520930923636846,300.55,0.524297974991,1,9,2.13939823160404,0.0947087845048335,0.0602060868774906,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
96,384,Prochlorococcus marinus,Specific Growth Rate,0.9444057687059949,300.55,0.511486243063,1,10,0.734608471312048,0.0795679874758256,0.28036314552951197,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
97,385,Prochlorococcus marinus,Specific Growth Rate,0.9791630898643349,299.15,0.658839614272,1,10,0.488347048726731,0.0591402782316149,0.200628555618448,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
98,386,Prochlorococcus marinus,Specific Growth Rate,0.771734532146702,298.15,0.513905415163,1,8,0.654538197520995,0.171893654086307,0.22197100499075198,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
99,387,Prochlorococcus marinus,Specific Growth Rate,0.7305569269693059,301.35,0.5271866425739999,1,10,0.677377602778655,0.214488858384889,0.182413216790137,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
100,388,Prochlorococcus marinus,Specific Growth Rate,0.902139826644146,297.75,0.647594727501,1,6,0.622913949723809,1.3481184507139798,0.154877617265995,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
101,389,Prochlorococcus marinus,Specific Growth Rate,1.01721285956002,297.75,0.700973108291,1,6,0.842821444702513,0.773401672590837,0.318387145279005,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
102,433,Sphaerospermopsis aphanizomenoides,Specific Growth Rate,0.37061349354482204,305.65,0.537507213476,1,6,2.3144815981862403,0.12923133150192198,0.11697277264252802,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Sphaerospermopsis,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
103,546,Synechococcus wh8103,Specific Growth Rate,0.9103011756142901,300.25,0.840403640821,1,7,0.6722441223247739,0.0790771844274287,0.20185671548216197,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
104,547,Synechocystis minima,Specific Growth Rate,0.40694673399483294,307.15,1.5457373449,1,5,0.0,0.0,0.0,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
105,592,Trichodesmium erythraeum,Specific Growth Rate,2.2689079212113397,300.55,0.270830772974,1,5,0.597147128269969,0.0406342883580513,0.637071004536734,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
106,593,Trichodesmium erythraeum,Specific Growth Rate,3.9148567669590895,301.05,0.769490375551,1,3,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
107,594,Trichodesmium erythraeum,Specific Growth Rate,1.08080825072397,301.85,0.597158576701,1,3,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
108,596,Tychonema bourrellyi,Specific Growth Rate,2.23909250998187,294.35,0.6630427512899999,1,7,2.14023874450849,0.14893532840952,0.7892232745905171,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Tychonema,PhotosystemII,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
109,121,Desulfofrigus fragile,Specific Growth Rate,0.377518862891873,294.24456000000004,0.886577351998,1,17,0.7191378332782759,0.17138860341657697,0.0371699659372213,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,C1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,8.0,0.7640486910354374,0.9821770629783829,0.5434146307484219,0.7293942410965615,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
110,123,Desulfofrigus oceanense,Specific Growth Rate,1.1892071645328899,282.23845,0.103300421727,1,10,0.475979789487015,0.0091597140238579,0.254920143709214,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,C1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,8.0,0.7640486910354374,0.9821770629783829,0.5434146307484219,0.7293942410965615,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
111,127,Desulfotalea arctica,Specific Growth Rate,0.38347040979547503,294.07252,0.514335249007,1,18,9.79811639776575,0.209521783157492,0.0687231246765753,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,C1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,8.0,0.7640486910354374,0.9821770629783829,0.5434146307484219,0.7293942410965615,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
112,129,Desulfotalea psychrophila,Specific Growth Rate,0.627839427407851,284.34799,0.6111181174629999,1,28,0.455222978330504,0.0253692464556878,0.0974365857467818,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,C1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,8.0,0.7640486910354374,0.9821770629783829,0.5434146307484219,0.7293942410965615,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
113,225,Heliobacillus mobilis,Specific Growth Rate,1.34362454835712,311.498,6.2185468109399995,1,4,0.201374054932651,0.185672942014063,0.115394896513237,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Heliobacillus,B9,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,2.0,0.9807149777654661,1.34362454835712,0.6306193337146659,0.987121941035893,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
114,303,Methanococcus voltae,Specific Growth Rate,0.79331101445704,315.001,13.0818644507,1,4,,,,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,D1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,17.0,0.7832409739531347,0.9845364018546325,0.6242359985685602,0.7575262731381559,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
115,304,Methanoculleus submarinus,Specific Growth Rate,0.8516992259978442,315.2489,2.82133375162,1,15,0.205434077017469,0.0741974902686904,0.0471371938334009,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,D1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,17.0,0.7832409739531347,0.9845364018546325,0.6242359985685602,0.7575262731381559,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
116,306,Methanogenium frigidum,Specific Growth Rate,1.06810863595002,286.22014,0.25517709928300003,1,10,0.48766218943825496,0.0270426284117351,0.25297311276958,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,D1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,17.0,0.7832409739531347,0.9845364018546325,0.6242359985685602,0.7575262731381559,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
117,307,Methanohalophilus portucalensis,Specific Growth Rate,0.7575262731381559,310.7983,1.46658505127,1,4,1.1093203779953897,0.8503803620680429,0.16576941828076502,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,D1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,17.0,0.7832409739531347,0.9845364018546325,0.6242359985685602,0.7575262731381559,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
118,308,Methanolobus psychrophilus,Specific Growth Rate,0.7557325926702221,290.59325930000006,1.5278936528100002,1,3,0.841488955894172,1.83553519904894,0.207784764017068,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,D1,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,17.0,0.7832409739531347,0.9845364018546325,0.6242359985685602,0.7575262731381559,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
119,340,Nitrosotalea sp. nd2,Specific Growth Rate,0.602477852336275,309.9312,0.691471437652,1,5,1.30523956748668,0.505994344932593,0.18750727444567103,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotalea,AmmoniaOxidation,Mesophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,1.0,0.602477852336275,0.602477852336275,0.602477852336275,0.602477852336275,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,,,,,
120,1,Acetobacterium carbinolicum,Specific Growth Rate,1.0449441108909698,,,1,6,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,,,,,,,,,,
121,3,Acetobacterium paludosum,Specific Growth Rate,0.509454465914419,,,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,,,,,,,,,,
122,4,Acetobacterium tundrae,Specific Growth Rate,1.4092242472154901,,,1,4,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,,,,,,,,,,
123,5,Acetobacterium tundrae,Specific Growth Rate,0.597386314010149,,,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,,,,,,,,,,
124,6,Acetobacterium z-4092,Specific Growth Rate,0.526031435457055,,,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,,,,,,,,,,
125,8,Acetobacterium z-4391,Specific Growth Rate,0.16916734730277502,,,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,,,,,,,,,,
126,554,Thermoanaerobacter kivui,Specific Growth Rate,2.08895804336641,,,1,5,0.0,0.0,0.0,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,E1,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,,,,,,,,,,
127,97,Colwellia demingiae,Specific Growth Rate,2.20964946447683,,,1,10,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Aerobic,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,,,,,,,,,,
128,200,Halobacterium salinarum,Specific Growth Rate,0.332411393932209,,,1,15,1.07357746303975,15.5837594198641,0.0194783003394004,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Aerobic,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,,,,,,,,,,
129,211,Halomonas elongata,Specific Growth Rate,1.05428129922826,,,1,13,0.0,0.0,0.0,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Aerobic,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,,,,,,,,,,
130,220,Halomonas subglaciescola,Specific Growth Rate,1.06898659904156,,,1,25,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Aerobic,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,,,,,,,,,,
131,85,Caloramator fervidus,Specific Growth Rate,3.3711004361124997,,,1,6,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,Fermentation,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,67.0,0.8887729235370238,0.9858363380929985,0.7911366735748689,0.8373897717250809,,,,,,,,,,
132,424,Ruminiclostridium thermosuccinogenes,Specific Growth Rate,1.08352444899154,,,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Fermentation,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,67.0,0.8887729235370238,0.9858363380929985,0.7911366735748689,0.8373897717250809,,,,,,,,,,
133,291,Merismopedia tenuissima,Specific Growth Rate,4.2597402336148,,,1,4,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,PhotosystemII,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,,,,,,,,,,
134,367,Phormidium o120,Specific Growth Rate,0.301613660368314,,,1,7,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,PhotosystemII,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,,,,,,,,,,
135,377,Phormidium simplicissimum,Specific Growth Rate,0.14332062812947902,,,1,3,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,PhotosystemII,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,,,,,,,,,,
136,379,Planktothrix agardhii,Specific Growth Rate,1.7925449002924498,,,1,7,6.11085100456696,0.00216222050232502,0.0852424126398141,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,PhotosystemII,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,,,,,,,,,,
137,380,Planktothrix agardhii,Specific Growth Rate,1.30998060054629,,,1,5,0.0,0.0,0.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,PhotosystemII,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,,,,,,,,,,
138,541,Synechococcus elongatus,Specific Growth Rate,1.58877072470145,,,1,6,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,PhotosystemII,,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,,,,,,,,,,
139,553,Thermoanaerobacter kivui,Specific Growth Rate,1.06973834411875,339.4735,7.74739144881,1,5,0.63278380170293,0.8650763394827551,0.21947074741125402,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,E1,Thermophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,12.0,1.5034465740506804,2.08895804336641,0.621944359790261,0.6323176697581985,174.0,0.930914066241201,1.0086611477280039,0.8571748670987467,0.8394862182719339,,,,,
140,36,Aeribacillus pallidus,Specific Growth Rate,0.6867534640434599,331.80631,5.9258378269800005,1,6,1.81225286663619,7.610724660085389,0.171364797285387,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,Aerobic,Thermophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,174.0,0.930914066241201,1.0086611477280039,0.8571748670987467,0.8394862182719339,,,,,
141,38,Aeropyrum pernix,Specific Growth Rate,1.42003170336427,364.1327,6.0931109145099995,1,5,0.30388807150008695,0.18825767782087602,0.115057665038726,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aerobic,Thermophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,174.0,0.930914066241201,1.0086611477280039,0.8571748670987467,0.8394862182719339,,,,,
142,39,Alicyclobacillus acidocaldarius,Specific Growth Rate,0.39541058750129,340.3951,33.2348835659,1,5,2.7072706683780403,166.938976641513,0.138639176612235,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Aerobic,Thermophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,174.0,0.930914066241201,1.0086611477280039,0.8571748670987467,0.8394862182719339,,,,,
143,40,Alicyclobacillus acidocaldarius,Specific Growth Rate,0.403047693784104,340.55199999999996,35.794124262800004,1,5,1.9605165685047201,11.0676580135763,0.09480021452811399,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Aerobic,Thermophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,174.0,0.930914066241201,1.0086611477280039,0.8571748670987467,0.8394862182719339,,,,,
144,41,Alicyclobacillus acidocaldarius,Specific Growth Rate,1.63858627102848,337.8834,29.217648028299998,1,5,0.883336651566295,1.91393658773359,0.0803651022641858,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Aerobic,Thermophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,174.0,0.930914066241201,1.0086611477280039,0.8571748670987467,0.8394862182719339,,,,,
145,204,Halococcus morrhuae,Specific Growth Rate,0.33920731278946803,323.4717,16.7881138435,1,14,0.30029370622782103,0.20588491712561605,0.0144622573158043,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,Aerobic,Thermophile,Non-pathogen,,259.0,0.8918155342717898,0.9580703154542696,0.8262736181934608,0.7967168069953979,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,174.0,0.930914066241201,1.0086611477280039,0.8571748670987467,0.8394862182719339,,,,,
