,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess,ConLabGrowthTemp
366_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.19724532947882023,0.8486885055782307,312.8667985138976,3.5974411429464217,NA,312.74078,60.8912949233,NA,NA,0.9723437292294171,235.17626283505697,250.0498177275739,NA,NA,schoolfield_two_factor_tpk,1,False,97,81,16,4,0.18684643427161213,1.0443523803220407,0.029511006198718284,2.3970716609959926,0.9171764695138195,1.525025258252577,0.2781945640129525,313.14599999999996,366,Van_Derlinden_E_coli,"2012, E. Van Derlinden and J.F. Van Impe, 'Modeling growth rates as a function of temperature: Model performance evaluation with focus on the suboptimal temperature range'. International Journal of Food Microbiology, 158(1),pp73-78",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
367_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.2039896298486243,0.833043217973743,314.82442523134404,1.7264457688798922,NA,314.69582,68.6150404504,NA,NA,0.9959201511010134,16.191704373360732,17.921255118637298,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,0.820195365589026,12.572313537417296,0.13707253888068288,3.2542812691303227,1.0989859981719396,9.708192083322146,0.7329741869163634,313.19039999999995,367,Membre_Ecoli_Strain1,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
368_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.09553364591244491,0.7800691074916557,312.766019817476,3.858310593247488,NA,312.66887,58.3170826072,NA,NA,0.9955463189727066,13.066129251231352,14.795679996507918,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.5313290505893014,2.542229859472274,0.08203346886330708,2.9916134026393775,1.08178017411047,1.9920743196846074,0.9102832094954376,313.19039999999995,368,Membre_Ecoli_Strain2,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
369_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.07715225243091335,0.8624848733194155,311.8580046813548,4.001973893650419,NA,311.79582,68.4872528855,NA,NA,0.9968430024902663,13.089750284220123,14.819301029496689,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.35491356694279425,2.068003801319759,0.0758115036409773,3.110798020723665,0.9331849201558097,1.5582162535959627,0.5289027965748372,313.2174,369,Membre_Ecoli_Strain4,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
370_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-1.0136029414461456,1.2271384928598514,311.70164328395305,1.6082595551489933,NA,311.64191,54.1941912636,NA,NA,0.9991343645478817,2.2992648644709393,4.028815609747505,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.4404086170820096,3.1258264426163374,0.12516908143646818,3.155746869825405,1.036877548220855,7.596671999299267,0.7647991806108843,313.19039999999995,370,Membre_Ecoli_Strain6,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
371_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.2493947899865642,0.8228381206258217,313.2888075836888,2.196728061346407,NA,313.16887,70.6229118664,NA,NA,0.9949896048954652,17.775703695191176,19.505254440467745,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,0.6590716591768085,9.150099094770633,0.12228190400860543,3.307385918221194,1.003273284152775,3.7795066379580975,0.6712087057169116,313.19039999999995,371,Membre_Ecoli_Strain9,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
449_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.7699674449531126,0.7025228248953734,312.65008395414475,4.331735676212751,NA,312.55,78.4454725323,NA,NA,0.9580528455961275,196.23152893897614,208.4467852781489,NA,NA,schoolfield_two_factor_tpk,1,False,57,47,10,4,0.30735255001389356,1.9517694389635933,0.03699074205866696,3.4914562797422586,1.128230308381013,1.7964779727183533,0.40424701099562454,311.65,449,E_coli_M23,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
463_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.7725144076458229,0.6501887217567683,313.2906117509291,4.165533105778936,NA,313.16,62.8416704154,NA,NA,0.9739741194221565,67.94870427018043,76.23918696028784,NA,NA,schoolfield_two_factor_tpk,1,False,26,22,4,4,0.3746543874026618,1.9348730939156813,0.04193430607451448,3.1219785943648763,1.2254941363546665,1.9084737164063197,0.5786586202292706,314.35999999999996,463,E_coli_ONT H8_R91,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
464_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.811527606429507,0.6543604446585021,313.6797515727124,3.383911582007486,NA,313.56,65.844493439,NA,NA,0.9697670043394648,74.49987835474607,82.79036104485348,NA,NA,schoolfield_two_factor_tpk,1,False,26,22,4,4,0.4580540470294913,2.2443603138256822,0.05112460923426987,3.309124197131106,1.2548181212997964,2.2907047340013476,0.6126480483281329,313.26,464,E_coli_O126_H21,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
465_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.9002716115518037,0.6325374280441018,313.9587582526792,3.820010712425753,NA,313.86,67.4229691245,NA,NA,0.9553962529361173,89.62700638059364,98.1061907106153,NA,NA,schoolfield_two_factor_tpk,1,False,27,23,4,4,0.515102902340999,2.8710209629586423,0.05327418937272544,3.3198033613768523,1.1836053274699285,1.5332185667757727,0.6029938065316964,316.76,465,E_coli_NT_R31,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
466_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.8016793458023682,0.6425586512417145,313.3411532524565,3.6262860547751474,NA,313.26,60.761320173,NA,NA,0.9623425892114359,76.25210887913617,84.54259156924358,NA,NA,schoolfield_two_factor_tpk,1,False,26,22,4,4,0.49589086500974366,2.452247314691621,0.0531125898929357,3.213324444429865,1.2878390417322811,2.1756480210914537,0.6535570843017335,314.76,466,E_coli_O81_H-_R106,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
467_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.08721157957867263,0.7927680812488758,314.5533385151,2.346573728768996,NA,314.46,60.7443783207,NA,NA,0.9912269652955498,40.959019035345406,49.05339815968641,NA,NA,schoolfield_two_factor_tpk,1,False,25,22,3,4,0.2902925421019946,2.175404151791167,0.048709364093247935,3.0256017071562686,1.2590576278160133,2.2432723169814555,0.7042111493137762,316.76,467,E_coli_O88_H-_R171,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
468_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.392874795256608,0.943113842409488,314.7788777297801,1.6224525601265163,NA,314.66,56.4677192108,NA,NA,0.9936400853960444,31.027689670481113,39.12206879482211,NA,NA,schoolfield_two_factor_tpk,1,False,25,23,2,4,0.5436488204715747,3.2855330959835083,0.07145071735402946,2.9987883988421475,1.2392371783047156,2.6610639397543325,0.6908199834018575,316.65999999999997,468,E_coli_O88_H-_R172,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
469_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.8094365789279325,0.7561213924196184,311.6070437579692,2.7415191135245958,NA,311.46,85.6068601517,NA,NA,0.9783549586771795,134.40797580823235,145.7639808627718,NA,NA,schoolfield_two_factor_tpk,1,False,48,43,5,4,0.25628092008581105,2.023384520156926,0.04373952168556667,3.6093504144903754,1.343291778987743,1.9743551324121094,0.6670237811785564,314.55999999999995,469,E_coli_O157_H-,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
470_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.09540272959888763,0.8967418278754602,312.89932587930616,1.7676084049291245,NA,312.76,56.5316081395,NA,NA,0.9842461170248369,53.86417081569384,62.15465350580125,NA,NA,schoolfield_two_factor_tpk,1,False,26,24,2,4,0.619195207999448,6.802074140679559,0.09127962716591916,3.1450883921054698,1.1565356492757624,3.2852711064241324,0.7677336260373253,312.76,470,E_coli_O157_H7,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
471_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.3912098819804489,0.734667682992785,313.49659835297325,3.3913529338750763,NA,313.36,64.2296760794,NA,NA,0.9778642122757726,68.41977770371513,76.89896203373678,NA,NA,schoolfield_two_factor_tpk,1,False,27,23,4,4,0.3797232544894578,2.0411483523900182,0.048439540160154726,2.9849544003821125,1.0354597533768055,2.1910996500795323,0.530684421866796,314.15999999999997,471,E_coli_O111_H-,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
479_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.24273400549682198,0.736302151018297,311.31811017139887,3.011350315878535,NA,311.25461827,27.405882938,NA,NA,0.9953195497065727,-5.302782268668773,-0.8782490197287718,NA,NA,schoolfield_two_factor_tpk,1,False,12,10,2,4,0.2586797054274464,0.7402227814835506,0.04162895636233384,2.40295011190919,1.360634139683639,2.9295223956814764,0.4831350792944291,312.09622550999995,479,Krist1997_Ecoli_0.998_2mM_betaine,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
480_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.42166044408665987,0.3803114155421987,309.86416567140753,6.005630965697109,NA,309.74383144,4.16403430606,NA,NA,0.9852808220904328,-22.951399852890518,-21.992602506750245,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.6890033091358966,0.1744942492509961,0.06498594980823844,0.9322270711725089,3.1446773990516275,3.939462985205155,-6.289354798103255,310.31326124,480,Krist1997_Ecoli_0.977,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
481_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-1.1121447949565169,1.0242225007917123,311.933282067902,1.4858099807510872,NA,311.78849865,22.8086363458,NA,NA,0.9965506201588455,-11.67821960077005,-7.253686351830048,NA,NA,schoolfield_two_factor_tpk,1,False,12,10,2,4,0.39375113968097986,1.0256558844057533,0.08791251867793404,2.4785585431278214,1.2859487672895775,8.786610497573246,0.4822975222200421,310.31326124,481,Krist1997_Ecoli_0.998,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
482_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.5997545134192773,0.6093765678133622,312.83345582872766,4.5139672698111495,NA,312.73971242,12.6555663941,NA,NA,0.9793719541653683,-6.609035136050199,-3.0961096710799687,NA,NA,schoolfield_two_factor_tpk,1,False,10,9,1,4,0.7085640803361524,10.565877672647565,0.06564466509100557,1.6270734874854138,1.9079020125871824,3.7222108049215086,1.2079341793296288,312.09622550999995,482,Krist1997_Ecoli_0.977_2mM_betaine,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
520_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-1.1709484316903238,0.42486820952812465,310.9735706122266,5.018937569824067,NA,310.85,2.54756496957,NA,NA,0.990454402157089,-49.14388831310448,-45.15441194911263,NA,NA,schoolfield_two_factor_tpk,1,False,11,7,4,4,0.31335372983266796,0.047813324875020866,0.031993458239156565,0.03613904661587314,2.4975265559149684,3.1444373886971935,0.4949963755374309,310.15,520,39668,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",40.376,-88.98100000000001,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
91_Sch_TF_TKP,Ferroglobus placidus,schoolfield_two_factor_tpk,Specific Growth Rate,-18.005801019354013,2.031729886064552,359.34180986837066,3.4912390940722187,NA,359.2042,6.16700319818,NA,NA,0.9990096073667956,-22.622533476586696,-22.575343914416194,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,0.2223202869735969,0.10415948280758593,0.1582367901357919,0.660293355688867,0.779852795503651,2.081284937049305,-1.559705591007302,358.5093,91,Hafenbradl_1996_F_placidus,"Hafenbradl, D., Keller, M., Dirmeier, R., Rachel, R., Ro?nagel, P., Burggraf, S., ? Stetter, K. O. (1996). Ferroglobus placidus gen. nov., sp. nov., a novel hyperthermophilic archaeum that oxidizes Fe2+ at neutral pH under anoxic conditions. Archives of Microbiology, 166(5), 308-314.",38.4,14.9,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,placidus,True,B1,85.0
53_Sch_TF_TKP,Ferroplasma acidarmanus,schoolfield_two_factor_tpk,Mg Protein,8.384149627241708,0.7314871203991664,314.20516175133366,7.273972145576206,NA,314.1219,228034.787478,NA,NA,0.9953837414595715,108.68661263194052,109.64540997808079,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.33823351401073787,7534.886279415719,0.06698187830111758,10.750167850842548,1.4585625249474985,1.7501287326447654,-2.917125049894997,315.2702,53,Dopson_2004_Fer1,"Dopson, M., Dopson, M., Hind, A., Hind, A., Bowman, J. P., Bowman, J. P., ? Bond, P. L. (2004). Characterization of Ferroplasma Isolates and Ferroplasma acidarmanus sp. nov., Extreme Acidophiles from Acid Mine Drainage and Industrial Bioleaching Environments, APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 70(4), 2079-2088.",NA,NA,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidarmanus,True,F3,NA
52_Sch_TF_TKP,Ferroplasma acidiphilum,schoolfield_two_factor_tpk,Mg Protein,-7.261279302042072,4.0817860376591195,312.9492276204579,6.231827803092497,NA,312.8166,908990.145928,NA,NA,0.9918133201294291,109.07275684117667,109.11994640334717,NA,NA,schoolfield_two_factor_tpk,1,False,5,2,3,4,0.43211961307036845,130486.0156264071,1.7030196992101017,10.813068979274574,0.4625935061625171,0.8261835264296991,-0.9251870123250342,315.3161,52,Dopson_2004_DR1,"Dopson, M., Dopson, M., Hind, A., Hind, A., Bowman, J. P., Bowman, J. P., ? Bond, P. L. (2004). Characterization of Ferroplasma Isolates and Ferroplasma acidarmanus sp. nov., Extreme Acidophiles from Acid Mine Drainage and Industrial Bioleaching Environments, APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 70(4), 2079-2088.",NA,NA,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4,NA
54_Sch_TF_TKP,Ferroplasma acidiphilum,schoolfield_two_factor_tpk,Mg Protein,13.19945244185345,0.12792442199071496,316.1649637185038,0.046042053403236305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schoolfield_two_factor_tpk,1,False,4,2,2,4,NA,NA,NA,13.19945244185345,0.12792442199071502,0.046042053403236416,-0.38086443685146676,316.1649630629683,54,Dopson_2004_Mt17,"Dopson, M., Dopson, M., Hind, A., Hind, A., Bowman, J. P., Bowman, J. P., ? Bond, P. L. (2004). Characterization of Ferroplasma Isolates and Ferroplasma acidarmanus sp. nov., Extreme Acidophiles from Acid Mine Drainage and Industrial Bioleaching Environments, APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 70(4), 2079-2088.",NA,NA,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4,NA
74_Sch_TF_TKP,Ferroplasma acidiphilum,schoolfield_two_factor_tpk,ime To oxidise 2000mg/L Fe2+,-4.613501442143356,0.6192146165306107,314.3160488934166,9.90085265784871,NA,314.2356,0.291125978116,NA,NA,0.8604606886787062,-72.98015470331252,-68.99067833932067,NA,NA,schoolfield_two_factor_tpk,1,False,11,8,3,4,0.6154568184721689,0.0829189065924303,0.14519458668622534,-2.593793375222385,1.3775264610984468,1.6211814783411482,1.044440203190958,315.7065,74,Franzman_2005_F_acidiphilum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304-1314)",NA,NA,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4,NA
86_Sch_TF_TKP,Ferroplasma acidiphilum,schoolfield_two_factor_tpk,Fe2+ Oxidised,12.55804292423955,0.7009609410377116,309.906002323713,3.1362061163994905,NA,309.8475,7541408.6392,NA,NA,0.9549617869375688,217.28048105704573,219.6776887654449,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.9783721105806172,728494.2540550099,0.149335132739873,15.196203580838445,1.6738090647908415,2.4148665331452035,-3.347618129581683,308.5041,86,Golyshina_2000_iron,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat'eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997-1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4,35.0
87_Sch_TF_TKP,Ferroplasma acidiphilum,schoolfield_two_factor_tpk,mg protein,11.032757967314238,0.9432257966884421,309.3245657710305,4.15656967965045,NA,309.2475,5178899.11446,NA,NA,0.9799918493512163,205.7693582623045,208.1665659707037,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.5806709136853277,385082.4136923656,0.14194640089336527,14.577179266946478,1.0363113374467958,1.5271165269600884,-2.0726226748935916,308.1642,87,Golyshina_2000_protein,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat'eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997-1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4,35.0
338_Sch_TF_TKP,Ferroplasma acidiphilum,schoolfield_two_factor_tpk,Fe2+ Oxidation Rate,-4.617948131974961,0.6225770584640749,314.4210573912217,9.610774681119459,NA,314.3532,0.2968934612,NA,NA,0.8616369495799158,-72.56031460701237,-68.57083824302052,NA,NA,schoolfield_two_factor_tpk,1,False,11,8,3,4,0.6346269455358661,0.030381228110613386,0.141716928143511,-2.5653014194280788,1.3814029358521136,1.6307620700398546,1.056751741438995,315.7704,338,Fig5_F_acidiphilum,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",NA,NA,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4,NA
75_Sch_TF_TKP,Ferroplasma cupricumulans,schoolfield_two_factor_tpk,ime To oxidise 2000mg/L Fe2+,-3.5606396251708925,0.5720974243539321,328.0307819208098,5.241652895921966,NA,327.905,1.47492689963,NA,NA,0.9547173874479095,-90.7421466256854,-83.76348525791543,NA,NA,schoolfield_two_factor_tpk,1,False,20,15,5,4,0.44583741431164164,0.04800469642300233,0.051165047770853275,-1.323838006186644,1.6605326385319827,2.179524828317438,0.5059018879872446,328.6201,75,Franzman_2005_F_cyprexacervatum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304-1314)",NA,NA,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,cupricumulans,True,F4,NA
80_Sch_TF_TKP,Fervidobacterium pennivorans,schoolfield_two_factor_tpk,Specific Growth Rate,-3.725320301195073,0.6594997480378535,343.5721761105161,3.7561158834766832,NA,343.4394,6.1877108829,NA,NA,0.9599397680198068,-4.9134599158147285,-3.183909170538163,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.230031817138195,0.7180205732464354,0.1612377064979073,-0.3643385199812522,1.4967375042549838,2.1994542332823337,-2.9934750085099675,343.12109999999996,80,Friedrich_1996_F_pennavorans,"1996,  FRIEDRICH, A.B. and ANTRANIKIAN, G., 'Keratin Degradation by Fervidobacterium pennavorans, a Novel Thermophilic Anaerobic Species of the Order Thermotogales', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 62, (2875-2882)",37.77,-25.49,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,pennivorans,True,Fermentation,NA
